stock_id,inv_trust,dealer,foregin_inv,total_inv_overview
2019-11-28 00:00:00,0050,0,"345,200","-31,000","314,200"
2019-11-29 00:00:00,0050,"44,000","539,000","-3,756,000","-3,173,000"
2019-12-02 00:00:00,0050,"-47,000","724,000","-264,000","413,000"
2019-12-03 00:00:00,0050,"87,000","234,000","-504,000","-183,000"
2019-12-04 00:00:00,0050,"22,000","779,000","-1,706,000","-905,000"
2019-12-05 00:00:00,0050,0,"141,000","-542,000","-401,000"
2019-12-06 00:00:00,0050,"30,000","-178,000","-723,000","-871,000"
2019-12-09 00:00:00,0050,"57,000","683,000","-317,880","422,120"
2019-12-10 00:00:00,0050,"37,000","1,880,000","-2,655,000","-738,000"
2019-12-11 00:00:00,0050,0,"-105,000","934,000","829,000"
2019-12-12 00:00:00,0050,"27,000","533,000","4,636,010","5,196,010"
2019-12-13 00:00:00,0050,0,"-132,000","1,141,450","1,009,450"
2019-12-16 00:00:00,0050,0,"335,000","745,051","1,080,051"
2019-12-17 00:00:00,0050,"-10,000","107,000","234,160","331,160"
2019-12-18 00:00:00,0050,0,"479,000","-508,000","-29,000"
2019-12-19 00:00:00,0050,"30,000","-1,132,000","101,000","-1,001,000"
2019-12-20 00:00:00,0050,"92,000","-261,000","-342,000","-511,000"
2019-12-23 00:00:00,0050,"56,000","-833,000","3,102","-773,898"
2019-12-24 00:00:00,0050,"47,000","-380,000","180,000","-153,000"
2019-12-25 00:00:00,0050,0,"-426,000","-631,000","-1,057,000"
2019-12-26 00:00:00,0050,0,"-1,119,000","-516,000","-1,635,000"
2019-12-27 00:00:00,0050,"20,000","-529,000","-3,000","-512,000"
2019-12-30 00:00:00,0050,0,"-722,000","-270,000","-992,000"
2019-12-31 00:00:00,0050,"87,000","-1,904,000","-603,000","-2,420,000"
2020-01-02 00:00:00,0050,"291,000","-719,000","-1,837,000","-2,265,000"
2020-01-03 00:00:00,0050,"163,000","1,287,000","-893,000","557,000"
2020-01-06 00:00:00,0050,"55,000","506,000","-3,725,900","-3,164,900"
2020-01-07 00:00:00,0050,"72,000","-2,745,000","-759,500","-3,432,500"
2020-01-08 00:00:00,0050,"18,000","-3,832,475","-2,216,000","-6,030,475"
2020-01-09 00:00:00,0050,"27,000","695,000","-2,044,000","-1,322,000"
2020-01-10 00:00:00,0050,"38,000","-4,581,000","-1,786,000","-6,329,000"
2020-01-13 00:00:00,0050,"-10,000","1,103,000","-337,000","756,000"
2020-01-14 00:00:00,0050,"60,000","-2,783,000","-4,490,000","-7,213,000"
2020-01-15 00:00:00,0050,"1,200,000","-962,000","-5,290,100","-5,052,100"
2020-01-16 00:00:00,0050,"87,000","199,000","-5,670,000","-5,384,000"
2020-01-17 00:00:00,0050,"71,000","-1,474,000","-3,486,000","-4,889,000"
2020-01-20 00:00:00,0050,0,"-4,864,000","71,000","-4,793,000"
2020-01-30 00:00:00,0050,"148,000","-1,838,000","-17,478,597","-19,168,597"
2020-01-31 00:00:00,0050,"-16,000","-3,132,000","-15,399,000","-18,547,000"
2020-02-03 00:00:00,0050,0,"-1,357,000","-6,458,000","-7,815,000"
2020-02-04 00:00:00,0050,"51,000","609,000","-4,696,000","-4,036,000"
2020-02-05 00:00:00,0050,"32,000","423,000","-1,133,000","-678,000"
